number,name_full,canonization,birth,start,end,age_start,age_end,tenure
149,Clement II,,0967-06-30T00:00:00Z,1046-12-24T00:00:00Z,1047-10-09T00:00:00Z,79.48417831988337,80.27543344490304,0.791780821917808
229,Gregory XIV,,1535-02-11T00:00:00Z,1590-12-05T00:00:00Z,1591-10-16T00:00:00Z,55.81497224446772,56.6774129516691,0.863013698630137
81,Benedict II,Saint,0635-06-30T00:00:00Z,0684-06-26T00:00:00Z,0685-05-08T00:00:00Z,48.99210798305236,49.857286597260725,0.865753424657534
80,Leo II,Saint,0611-06-30T00:00:00Z,0682-08-17T00:00:00Z,0683-07-03T00:00:00Z,71.13356194856841,72.00969219080474,0.876712328767123
83,Conon,,0630-06-30T00:00:00Z,0686-10-21T00:00:00Z,0687-09-21T00:00:00Z,56.31053341273264,57.227732260073786,0.917808219178082
166,Lucius II,,1079-06-30T00:00:00Z,1144-03-12T00:00:00Z,1145-02-15T00:00:00Z,64.69948048214542,65.63036886452151,0.931506849315068
24,Sixtus II,Saint,0215-06-30T00:00:00Z,0257-08-30T00:00:00Z,0258-08-06T00:00:00Z,42.169243721637,43.10287001102007,0.934246575342466
57,Agapetus I,Saint,0490-06-30T00:00:00Z,0535-05-13T00:00:00Z,0536-04-22T00:00:00Z,44.86608212352068,45.81066004093171,0.942622950819672
161,Gelasius II,,1061-06-30T00:00:00Z,1118-01-24T00:00:00Z,1119-01-29T00:00:00Z,56.56789667138956,57.5809222639753,1.01369863013699
82,John V,,0635-06-30T00:00:00Z,0685-07-23T00:00:00Z,0686-08-02T00:00:00Z,50.06536752979185,51.09208265741254,1.02739726027397
113,Stephen VI,Saint,0850-06-30T00:00:00Z,0896-05-22T00:00:00Z,0897-08-14T00:00:00Z,45.89553515814836,47.124855404286194,1.23013698630137
158,Victor III,Blessed,1026-06-30T00:00:00Z,1086-05-24T00:00:00Z,1087-09-16T00:00:00Z,59.89992949889457,61.21412486224905,1.31420765027322
241,Alexander VIII,,1610-04-22T00:00:00Z,1689-10-06T00:00:00Z,1691-02-01T00:00:00Z,79.45953715682047,80.78194624119591,1.32328767123288
109,Adrian III,Saint,0830-06-30T00:00:00Z,0884-05-17T00:00:00Z,0885-09-15T00:00:00Z,53.88200989753383,55.21263270293024,1.33150684931507
31,Eusebius,Saint,0255-06-30T00:00:00Z,0309-04-18T00:00:00Z,0310-08-17T00:00:00Z,53.799872687324175,55.13049549272059,1.33150684931507
134,Benedict VI,,0925-06-30T00:00:00Z,0973-01-19T00:00:00Z,0974-06-08T00:00:00Z,47.55744471139037,48.94008774991957,1.38356164383562
168,Anastasius IV,,1073-06-30T00:00:00Z,1153-07-12T00:00:00Z,1154-12-03T00:00:00Z,80.03175972128106,81.42535438783821,1.39452054794521
108,Marinus I,,0830-06-30T00:00:00Z,0882-12-16T00:00:00Z,0884-05-15T00:00:00Z,52.46377406791378,53.87653408351985,1.41256830601093
78,Donus,,0610-06-30T00:00:00Z,0676-11-02T00:00:00Z,0678-04-11T00:00:00Z,66.34496259334551,67.78236377201448,1.43835616438356
65,Sabinian,,0530-06-30T00:00:00Z,0604-09-13T00:00:00Z,0606-02-22T00:00:00Z,74.20549361040952,75.64837060309246,1.44383561643836
148,Gregory VI,,1000-06-30T00:00:00Z,1045-05-05T00:00:00Z,1046-12-20T00:00:00Z,44.84691677447175,46.47323353662293,1.62739726027397
253,Pius VIII,,1761-11-20T00:00:00Z,1829-03-31T00:00:00Z,1830-11-30T00:00:00Z,67.35798818593126,69.02537355318726,1.66849315068493
218,Adrian VI,,1459-03-02T00:00:00Z,1522-01-09T00:00:00Z,1523-09-14T00:00:00Z,62.85686906644216,64.53520606172611,1.67945205479452
41,Zosimus,Saint,0370-06-30T00:00:00Z,0417-03-18T00:00:00Z,0418-12-26T00:00:00Z,46.7169072602449,48.49107100077346,1.77534246575342
72,John IV,,0587-06-30T00:00:00Z,0640-12-24T00:00:00Z,0642-10-12T00:00:00Z,53.485013381520496,55.28381828511195,1.8
172,Urban III,,1120-06-30T00:00:00Z,1185-11-25T00:00:00Z,1187-10-20T00:00:00Z,65.40586048994845,67.30596795279848,1.9013698630137
116,John IX,,0840-06-30T00:00:00Z,0898-01-18T00:00:00Z,0900-01-05T00:00:00Z,57.55354319390542,59.516622517916176,1.96438356164384
50,Anastasius II,,0445-06-30T00:00:00Z,0496-11-24T00:00:00Z,0498-11-19T00:00:00Z,51.40420405620923,53.389186636275895,1.98630136986301
190,Honorius IV,,1210-06-30T00:00:00Z,1285-04-02T00:00:00Z,1287-04-03T00:00:00Z,74.7585508258212,76.7599608479298,2.00273224043716
124,Stephen VII,Saint,0880-06-30T00:00:00Z,0929-02-03T00:00:00Z,0931-02-13T00:00:00Z,48.59511146703902,50.62116265221052,2.02739726027397
204,Innocent VII,,1336-06-30T00:00:00Z,1404-10-17T00:00:00Z,1406-11-06T00:00:00Z,68.29709028932832,70.3505205445697,2.05479452054795
39,Anastasius I,Saint,0340-06-30T00:00:00Z,0399-11-27T00:00:00Z,0401-12-19T00:00:00Z,59.40984414464363,61.47148812090597,2.06027397260274
55,Boniface II,,0490-06-30T00:00:00Z,0530-09-22T00:00:00Z,0532-10-17T00:00:00Z,40.22806765368214,42.29792535096546,2.06849315068493
120,Anastasius III,,0865-06-30T00:00:00Z,0911-04-14T00:00:00Z,0913-06-01T00:00:00Z,45.78601887786881,47.91884843631286,2.13150684931507
153,Victor II,,1018-06-30T00:00:00Z,1055-04-13T00:00:00Z,1057-07-28T00:00:00Z,36.78651854589759,39.07814671074697,2.29041095890411
21,Cornelius,Saint,0180-06-30T00:00:00Z,0251-03-06T00:00:00Z,0253-06-25T00:00:00Z,70.67906938540833,72.98438708529265,2.3041095890411
56,John II,,0473-06-30T00:00:00Z,0533-01-02T00:00:00Z,0535-05-08T00:00:00Z,59.50840879689521,61.852057194877375,2.34520547945206
